id,spkid,full_name,pdes,name,prefix,neo,pha,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A2,A3,DT
bK14U56Q,3694451,"       (2014 UQ56)","2014 UQ56",,,Y,Y,19.1,,,,,,,,,,,,,,,,,,,"JPL 28",2459000.5,59000,20200531.0000000,J2000,.3240124388640376,1.437235852266295,.9715535585506591,39.9051042140096,45.4301181013082,182.4357954834597,264.1359761536645,1.90291814598193,.5720210495429184,2459168.088280051821,20201114.5882801,629.3474694465582,1.72305946460386,.0371285,14.449298345,3.08563,4.383,2.05E-7,3.2212E-8,2.8513E-7,2.4533E-5,9.9611E-6,4.4504E-5,6.6133E-5,4.2649E-8,1.9231E-8,.00011496,2.1158E-5,APO,"Otto Matic",1861,2014-10-22,2019-11-26,99,,,1,.51342,,,,,
bK14U56R,3694452,"       (2014 UR56)","2014 UR56",,,Y,N,25.2,,,,,,,,,,,,,,,,,,,"JPL 3",2456955.5,56955,20141025.0000000,J2000,.4465800153566102,1.62918325859091,.9016225739506494,14.94918152064202,209.5461756202298,113.9029507568606,26.47317847860365,2.356743943231171,.4739681579189554,2456899.645660343853,20140830.1456603,759.5446951133731,2.07952004137816,.0645906,25.136723802,3.12028,4.161,.0022074,.0059368,.00034412,.053067,.0032856,.022826,.16909,.0085881,.0025908,.05188,4.1517,APO,"Otto Matic",2,2014-10-24,2014-10-26,23,,,8,.3675,,,,,
bK14U56S,3694453,"       (2014 US56)","2014 US56",,,Y,N,26.2,,,,,,,,,,,,,,,,,,,"JPL 6",2459000.5,59000,20200531.0000000,J2000,.1491855462584983,1.047876199498675,.8915482162651862,6.451742638361123,208.6574092371195,287.6689892398196,350.2959858988135,1.204204182732164,.9188383419283295,2459011.061176714525,20200610.5611767,391.7990614589312,1.07268736881295,.0164524,6.402780508,3.8063,5.847,.00020651,.00010258,.00012929,.010953,4.284E-5,.0047046,.25957,.00011788,.00013492,.28405,.057531,APO,"Otto Matic",7,2014-10-24,2014-10-31,26,,,6,.45484,,,,,
bK14U56T,3694454,"       (2014 UT56)","2014 UT56",,,Y,N,26.3,,,,,,,,,,,,,,,,,,,"JPL 5",2456958.5,56958,20141028.0000000,J2000,.4805435490785412,1.810447694610328,.940448734021218,8.399874587495168,32.81636900889247,51.44438409702114,343.0791428464412,2.680446655199438,.4045992753562552,2457000.321273996746,20141208.8212740,889.7692653626605,2.43605548353911,.0389641,15.163658797,2.6324,3.898,.0019707,.0066517,.00011454,.027899,.0016231,.0030552,.10349,.0098481,.0022298,.02534,4.9036,APO,"Otto Matic",5,2014-10-24,2014-10-29,15,,,8,.57897,,,,,
bK14U56U,3694455,"       (2014 UU56)","2014 UU56",,,Y,N,28.6,,,,,,,,,,,,,,,,,,,"JPL 7",2459000.5,59000,20200531.0000000,J2000,.2626386112933591,1.102767085353298,.8131378694760828,.3215803937853737,201.3998793984699,100.9805565404772,359.3258853230452,1.392396301230514,.8510956704445825,2459001.292055112444,20200531.7920551,422.9841749893389,1.15806755643898,.000378687,0.14737361979,3.80578,5.607,.00013433,9.3556E-5,7.9191E-5,.0001848,.005611,.0059132,.24929,.00011813,.00010831,.293,.053827,APO,"Otto Matic",7,2014-10-21,2014-10-28,22,,,6,.40286,,,,,
bK14U56V,3694456,"       (2014 UV56)","2014 UV56",,,Y,N,23.8,,,,,,,,,,,,,,,,,,,"JPL 4",2456955.5,56955,20141025.0000000,J2000,.4635363246745534,2.400506181276849,1.287784368649231,5.038516123754449,38.39285958325377,342.6423048366473,3.125573629274006,3.513227993904466,.2650024145409531,2456943.705489996428,20141013.2054900,1358.478188297285,3.71931057713151,.291763,113.54540671,1.94517,3.367,.0037104,.020281,.0021063,.034124,.015536,.51725,.16347,.029682,.0033584,.62293,17.216,AMO,"Otto Matic",2,2014-10-24,2014-10-26,20,,,8,.59737,,,,,
bK14U56W,3694460,"       (2014 UW56)","2014 UW56",,,Y,N,28.2,,,,,,,,,,,,,,,,,,,"JPL 4",2456958.5,56958,20141028.0000000,J2000,.3944426020350799,1.56020687724115,.9447948168691245,5.811266952730548,209.2156439491436,138.6850919749021,19.80447986891643,2.175618937613176,.505744061627642,2456919.340904774681,20140918.8409048,711.8224954365412,1.94886377942927,.00928584,3.6137703528,3.25923,4.336,.0025775,.0061639,.00028889,.029315,.00093876,.019455,.12819,.0085952,.002997,.021425,4.2183,APO,"Otto Matic",5,2014-10-24,2014-10-29,15,,,8,.7548,,,,,
bK14U56X,3694457,"       (2014 UX56)","2014 UX56",,,Y,N,24.8,,,,,,,,,,,,,,,,,,,"JPL 3",2456955.5,56955,20141025.0000000,J2000,.3632751075729058,1.674679245595247,1.066309962501521,10.92692665130506,32.94132474776491,334.8756464812571,10.24436686109032,2.283048528688974,.4547855075088819,2456932.974289105639,20141002.4742891,791.5819524943179,2.16723327171613,.0863345,33.598797365,3.18111,4.145,.0018066,.0051753,.00028125,.039694,.00099386,.03572,.047897,.0070553,.0021081,.031908,3.6693,AMO,"Otto Matic",2,2014-10-24,2014-10-26,28,,,8,.42963,,,,,
bK14U56Y,3694458,"       (2014 UY56)","2014 UY56",,,Y,N,26.3,,,,,,,,,,,,,,,,,,,"JPL 4",2456958.5,56958,20141028.0000000,J2000,.5445951365321555,1.942521625891062,.8846337958222542,5.504566890147051,33.6903499561273,297.2354155754809,18.12743330004568,3.000409455959869,.3640451757231409,2456908.705539013016,20140908.2055390,988.88825894999,2.70742849815192,.0244183,9.502869811,2.39025,3.699,.0037705,.014911,.0005345,.030454,.0017325,.012443,.2288,.023031,.0041916,.055167,11.386,APO,"Otto Matic",5,2014-10-24,2014-10-29,18,,,9,.56786,,,,,
bK14U56Z,3694459,"       (2014 UZ56)","2014 UZ56",,,Y,N,25.5,,,,,,,,,,,,,,,,,,,"JPL 11",2459000.5,59000,20200531.0000000,J2000,.4902040223368981,2.069111654000959,1.054824798545537,1.926242419519089,43.27934880485124,21.76126222939198,306.3750126415349,3.083398509456381,.3311526110280716,2459162.434363712202,20201108.9343637,1087.112068609005,2.97635063274197,.0693812,27.001081604,2.26407,3.613,.00022787,.0010495,6.3565E-5,.00078534,.0014185,.0020961,.52254,.001564,.00025196,1.7011,.82714,AMO,"Otto Matic",53,2014-10-24,2014-12-16,35,,,7,.42095,,,,,
bK14U57A,3694461,"       (2014 UA57)","2014 UA57",,,Y,N,25.9,,,,,,,,,,,,,,,,,,,"JPL 3",2456955.5,56955,20141025.0000000,J2000,.5361133464119389,2.18237669359059,1.012375421258316,1.599718978299302,323.0451335378776,90.15339751923787,354.2203542773178,3.352377965922863,.305709898868314,2456974.405654491652,20141112.9056545,1177.586991237964,3.22405747087738,.036225,14.09768325,2.05233,3.477,.0011437,.005509,6.3726E-5,.0035929,.077802,.087291,.02464,.0084625,.0011576,.010843,4.4589,APO,"Otto Matic",2,2014-10-24,2014-10-26,19,,,8,.57663,,,,,
bK14U57D,3694462,"       (2014 UD57)","2014 UD57",,,Y,N,25.8,,,,,,,,,,0.0959,,,,,,,,,"JPL 13",2459000.5,59000,20200531.0000000,J2000,.3501461220322822,1.365896613758819,.8876332113541425,.6545568464409317,214.1264607744996,119.629813534698,210.6771119912926,1.844160016163495,.6174152203203178,2459242.351647147989,20210127.8516471,583.0760048533147,1.59637509884549,.00124014,0.4826252838,3.53035,4.769,.00014107,.00024263,3.5013E-5,.00021806,.00036288,.0015385,.34723,.00032759,.00016451,.62683,.15536,APO,"Otto Matic",31,2014-10-25,2014-11-25,99,,,6,.40922,,,,,
bK14U57E,3694463,"       (2014 UE57)","2014 UE57",,,Y,N,22.0,,,,,,,,,,,,,,,,,,,"JPL 11",2459000.5,59000,20200531.0000000,J2000,.5798648653871112,2.825751573494659,1.187197517712761,14.62540030244451,31.74806012032198,358.7636843567831,60.39033587950362,4.464305629276557,.2074928360463059,2458709.452188276869,20190813.9521883,1734.999660034814,4.75017018490024,.193155,75.17013135,.98839,3.003,.00035573,.0018471,.00022918,.0049251,.0038895,.0070071,.45592,.0029182,.00020345,1.9119,1.7012,AMO,"Otto Matic",26,2014-10-24,2014-11-19,94,,,7,.33918,,,,,
bK14U57G,3694464,"       (2014 UG57)","2014 UG57",,,Y,N,22.9,,,,,,,,,,,,,,,,,,,"JPL 18",2459000.5,59000,20200531.0000000,J2000,.3659525840457597,1.634333913633627,1.036245194745782,11.40155440722918,29.90779080435316,59.69465328697615,216.9698265960038,2.232422632521473,.4717293356980561,2459303.703898041115,20210330.2038980,763.1494858535326,2.08938942054355,.132213,51.45333321,3.05582,4.206,1.8397E-7,1.1102E-7,2.5979E-7,1.4965E-5,1.8123E-5,8.0394E-5,.00013042,1.5165E-7,4.8068E-8,.0003073,7.7763E-5,AMO,"Otto Matic",706,2014-10-22,2016-09-27,53,,,1,.40429,,,,,
bK14U57H,3694465,"       (2014 UH57)","2014 UH57",,,Y,N,27.6,,,,,,,,,,,,,,,,,,,"JPL 5",2456956.5,56956,20141026.0000000,J2000,.537380055568927,2.190757000334484,1.013487881756723,1.174724985444681,211.3521990465776,184.5844978390897,358.9865671962107,3.368026118912244,.3039574285271605,2456959.834127442451,20141029.3341274,1184.376383707404,3.24264581439399,.0198659,7.731212303,2.07368,3.469,.001219,.0058621,4.1362E-5,.0019834,.00086574,.0032665,.0052766,.0090123,.00122,.003985,4.7538,APO,"Otto Matic",6,2014-10-25,2014-10-31,24,,,8,.62083,,,,,
bK14U57J,3694466,"       (2014 UJ57)","2014 UJ57",,,Y,N,23.8,,,,,,,,,,,,,,,,,,,"JPL 10",2456957.5,56957,20141027.0000000,J2000,.45899697081614,1.865040269353046,1.00899243526988,13.34698672588215,35.76778004820593,317.5830671864599,14.37294003867758,2.721088103436212,.3869650604495998,2456920.357266694884,20140919.8572667,930.3165499792923,2.54706789864283,.0760922,29.612801474,2.7677,3.825,.0011993,.0041822,2.6044E-5,.024967,.0024625,.0032105,.050979,.0061018,.0013016,.0068133,3.1292,APO,"Otto Matic",22,2014-10-25,2014-11-16,34,,,8,.32946,,,,,
bK14U57V,3694520,"       (2014 UV57)","2014 UV57",,,Y,N,25.6,,,,,,,,,,,,,,,,,,,"JPL 10",2459000.5,59000,20200531.0000000,J2000,.6374379918948424,2.813672114727465,1.020130612065075,2.147433770570199,27.21703679333023,27.41095956202716,61.80526921667212,4.607213617389855,.2088304595555536,2458704.540927036171,20190809.0409270,1723.886452034704,4.71974387962958,.0353438,13.754746646,.800735,2.982,.00077,.0055593,.00015093,.0016542,.0071643,.0087114,1.2727,.0091031,.00061892,5.2173,5.1092,AMO,"Otto Matic",32,2014-10-25,2014-11-26,35,,,7,.55304,,,,,
bK14U57W,3694519,"       (2014 UW57)","2014 UW57",,,Y,N,26.4,,,,,,,,,,,,,,,,,,,"JPL 7",2456958.5,56958,20141028.0000000,J2000,.2754058009051069,1.387508431155497,1.005380560410529,2.060996526511086,43.2258617325188,28.56257220413937,338.8765940888159,1.769636301900465,.6030462590932829,2456993.527836741653,20141202.0278367,596.9691289376077,1.63441239955539,.0241503,9.398572251,3.51224,4.742,.00065197,.0013107,4.5104E-5,.0043489,.0004965,.0020485,.03359,.0016717,.00085448,.0060688,.84587,APO,"Otto Matic",27,2014-10-25,2014-11-21,33,,,8,.39428,,,,,
bK14U57X,3694521,"       (2014 UX57)","2014 UX57",,,Y,N,26.4,,,,,,,,,,,,,,,,,,,"JPL 8",2456958.5,56958,20141028.0000000,J2000,.3293158404831372,1.272753348474091,.8536155097936188,3.652795375036136,35.947128881637,72.636238329671,319.0898018084906,1.691891187154564,.6864164794106626,2457018.099673694655,20141226.5996737,524.4629329253365,1.43590125373124,.00935357,3.6401288369,3.44574,5.020,.0007478,.0010675,.00023582,.0080238,.00035949,.00083656,.068198,.0014191,.00086359,.024371,.65983,APO,"Otto Matic",8,2014-10-25,2014-11-02,26,,,8,.37173,,,,,
bK14U57Y,3694526,"       (2014 UY57)","2014 UY57",,,Y,N,27.2,,,,,,,,,,,,,,,,,,,"JPL 7",2456957.5,56957,20141027.0000000,J2000,.5818889104295814,2.353045829292236,.9838345554945063,.2204938093490766,59.36389029533408,304.4992126888749,6.6589176625567,3.722257103089966,.2730602573204836,2456933.113742813033,20141002.6137428,1318.390319897332,3.60955597507825,.00243697,0.9483956149,1.73381,3.305,.0010775,.0060155,2.0628E-5,.00035281,.0041186,.0075832,.026029,.0095158,.0010471,.0018942,5.0556,APO,"Otto Matic",5,2014-10-25,2014-10-30,30,,,8,.45641,,,,,
bK14U57Z,3694523,"       (2014 UZ57)","2014 UZ57",,,Y,N,24.9,,,,,,,,,,,,,,,,,,,"JPL 3",2456956.5,56956,20141026.0000000,J2000,.5906875641709914,1.831666004639623,.7497236739842323,26.67361182897664,33.48913920234155,84.50213268136521,335.9027757902319,2.913608335295014,.3975892617560541,2457017.108337617914,20141225.6083376,905.4570498457841,2.47900629663459,.084857,33.02379869,2.81706,3.696,.0062072,.026581,.00052018,.22599,.0024745,.1737,.61514,.042283,.0086548,.22787,19.71,APO,"Otto Matic",2,2014-10-25,2014-10-27,19,,,9,.37571,,,,,
bK14U58A,3694522,"       (2014 UA58)","2014 UA58",,,Y,N,26.6,,,,,,,,,,,,,,,,,,,"JPL 4",2456957.5,56957,20141027.0000000,J2000,.5413704446201604,2.011606291513179,.9225820990759774,7.833748013862667,211.013982352029,230.8348371364943,346.8702201811325,3.100630483950381,.3454534991035944,2456995.507372491341,20141204.0073725,1042.108419611183,2.85313735690947,.0288475,11.226581575,2.22667,3.622,.0017163,.007293,.00010818,.019583,.00061901,.0038472,.079757,.011241,.0018786,.024206,5.6672,APO,"Otto Matic",4,2014-10-25,2014-10-29,19,,,8,.64242,,,,,
bK14U58B,3694525,"       (2014 UB58)","2014 UB58",,,Y,N,24.2,,,,,,,,,,,,,,,,,,,"JPL 3",2456956.5,56956,20141026.0000000,J2000,.2733896038456271,1.417462770707062,1.029943185357533,27.46919012789486,211.8820856351266,135.8898164700524,26.09632289708539,1.80498235605659,.5840319177735235,2456911.816957681746,20140911.3169577,616.4046673551859,1.6876240037103,.0953746,37.116933082,3.75182,4.562,.0051256,.01115,.0008471,.26102,.0093565,.29398,.4936,.014198,.0068911,.3184,7.2731,AMO,"Otto Matic",2,2014-10-25,2014-10-27,22,,,9,.4203,,,,,
bK14U58C,3694524,"       (2014 UC58)","2014 UC58",,,Y,N,23.0,,,,,,,,,,,,,,,,,,,"JPL 9",2459000.5,59000,20200531.0000000,J2000,.1225164852245204,1.274782243636145,1.118600403719216,25.74087470866849,34.23448144906477,333.2196602738666,341.7426642322773,1.430964083553074,.6847784198851383,2459027.161669289732,20200626.6616693,525.7175015246315,1.43933607535833,.137262,53.41825254,3.83616,4.967,.00016323,.00031301,6.6619E-5,.012547,.0015573,.015692,.53529,.00035136,.00025221,.79151,.19363,AMO,"Otto Matic",28,2014-10-25,2014-11-22,28,,,7,.49871,,,,,
bK14UB4K,3694527,"       (2014 UK114)","2014 UK114",,,Y,N,24.8,,,,,,,,,,,,,,,,,,,"JPL 6",2456958.5,56958,20141028.0000000,J2000,.5501530004055495,2.515556374342364,1.131615487308607,1.018738705445278,65.77391668181842,327.6546889790246,.2169354304620924,3.899497261376122,.2470318735856181,2456957.621832226290,20141027.1218322,1457.30182415197,3.98987494634352,.13773,53.6003841,1.54648,3.230,.0016726,.010169,.00036685,.0024214,.001824,.0079668,.0010283,.015763,.0014979,.0092911,8.8365,AMO,"Otto Matic",32,2014-10-25,2014-11-26,24,,,8,.47337,,,,,
bK14UB4M,3694528,"       (2014 UM114)","2014 UM114",,,Y,N,25.5,,,,,,,,,,,,,,,,,,,"JPL 4",2456956.5,56956,20141026.0000000,J2000,.4408957868460545,1.808332759782165,1.01104646477851,5.587860045872927,206.2120046324185,147.3784084374629,14.21293745860199,2.60561905478582,.4053092812235977,2456921.433106353513,20140920.9331064,888.2106003425029,2.4317880912868,.0359016,13.971825672,2.84557,3.931,.0035933,.01154,9.6987E-5,.03396,.0018525,.054627,.13022,.016628,.0038797,.019095,8.5021,APO,"Otto Matic",3,2014-10-25,2014-10-28,18,,,9,.4647,,,,,
bK14UB4N,3694529,"       (2014 UN114)","2014 UN114",,,Y,N,24.5,,,,,,,,,,18.,,,,,,,,,"JPL 30",2459000.5,59000,20200531.0000000,J2000,.1600970678334133,.8973488690147291,.7536859462618414,3.414581141776538,203.8110016869245,38.64304022968208,351.1047536173703,1.041011791767617,1.159476882698733,2459008.171775535469,20200607.6717755,310.4848448225068,0.850061176789888,.00139678,0.5435848726,3.94993,6.617,1.1486E-5,5.0446E-6,1.4544E-5,.00024872,.00014283,.00015943,.019945,5.8523E-6,9.7774E-6,.017266,.0026182,ATE,"Otto Matic",65,2014-10-26,2014-12-30,178,,,5,.41586,,,,,
bK14UB4Q,3694530,"       (2014 UQ114)","2014 UQ114",,,Y,N,22.4,,,,,,,,,,,,,,,,,,,"JPL 14",2459000.5,59000,20200531.0000000,J2000,.7696829333857912,1.167372359167075,.2688657774098694,8.68573820095971,221.7210754458589,316.1944091695011,107.9614024241331,2.065878940924281,.7814297925363648,2458862.341199996084,20200113.8412000,460.6939784462428,1.26131137151607,.00965161,3.7561170637,2.92344,5.055,1.9294E-6,7.5095E-8,2.2353E-6,6.2834E-5,3.3513E-5,.00021573,8.3687E-5,1.3289E-7,7.5402E-8,9.4153E-5,4.4453E-5,APO,"Otto Matic",1830,2014-10-25,2019-10-29,57,,,1,.39306,,,,,
bK14UB4R,3694531,"       (2014 UR114)","2014 UR114",,,Y,N,18.8,,,,,,,,,,,,,,,,,,,"JPL 26",2459000.5,59000,20200531.0000000,J2000,.6640698251820774,2.143233095991583,.71997666861201,15.65877629501163,339.5992624982729,173.9390758482224,246.9445162799912,3.566489523371156,.3141231640535575,2459360.408140046409,20210525.9081400,1146.047287167337,3.1377064672617,.234065,91.09107605,1.43809,3.352,1.8034E-7,2.4857E-7,3.5728E-7,2.9809E-5,.00016449,.00015256,.00011667,4.1364E-7,5.4648E-8,.00043297,.00019938,APO,"Otto Matic",1085,2014-10-24,2017-10-13,94,,,1,.46765,,,,,
bK14UB4W,3694767,"       (2014 UW114)","2014 UW114",,,Y,N,20.189,,,,,,,,,,,,,,,,,.40966,,"JPL 3",2456957.5,56957,20141027.0000000,J2000,.4555007790844221,2.381210520577496,1.296567273290424,24.20802350177922,230.2787423740081,94.82998207014455,31.9399136917899,3.465853767864567,.2682300217992507,2456838.423419841145,20140629.9234198,1342.131643524348,3.67455617665804,.527318,205.21634606,2.60946,3.284,.028042,.15315,.033348,2.5806,.047684,.33315,2.5211,.22291,.025878,5.5478,129.48,AMO,"Otto Matic",2,2014-10-26,2014-10-28,14,,,9,.48103,,,,,
bK14UB5C,3694776,"       (2014 UC115)","2014 UC115",,,Y,N,23.7,,,,,,,,,,,,,,,,,,,"JPL 17",2459000.5,59000,20200531.0000000,J2000,.4758585032531487,2.099806942388298,1.100595953662832,1.297377524416373,173.7521813778112,265.970941580372,285.8741924387805,3.099017931113764,.3239179558143175,2459229.341304505241,20210114.8413045,1111.392541037046,3.04282694329102,.118619,46.16295623,2.18495,3.595,2.4937E-5,.00011985,1.0462E-5,5.8854E-5,.00040458,.00043566,.05516,.00017688,2.7733E-5,.18988,.095153,AMO,"Otto Matic",62,2014-10-25,2014-12-26,79,,,5,.50067,,,,,
bK14UB5D,3694777,"       (2014 UD115)","2014 UD115",,,Y,N,24.3,,,,,,,,,,,,,,,,,,,"JPL 12",2459000.5,59000,20200531.0000000,J2000,.2475959474380652,1.356688221453699,1.020777715884807,9.801975828479682,31.29927080219969,24.62914498771781,179.7744820316249,1.692598727022591,.6237118452951506,2458712.266766355780,20190816.7667664,577.189615229517,1.58025904238061,.0428013,16.656981921,3.66118,4.810,.00026934,.00052732,3.1345E-5,.0087088,.0015545,.0047287,.73494,.00065788,.00036364,1.0103,.33651,AMO,"Otto Matic",30,2014-10-25,2014-11-24,42,,,7,.52982,,,,,
bK14UB5E,3694778,"       (2014 UE115)","2014 UE115",,,Y,N,22.4,,,,,,,,,,,,,,,,,,,"JPL 12",2459000.5,59000,20200531.0000000,J2000,.4204940424825378,1.810003463772985,1.048907790383687,12.72536377843092,41.18693549609351,292.1424152522637,130.2591266413245,2.571099137162284,.4047482362611824,2458678.672466309973,20190714.1724663,889.4418004769104,2.4351589335439,.165979,64.59404743,2.90903,3.919,9.9241E-5,.00033182,1.5719E-5,.0022805,.00085164,.0019668,.23556,.00047135,.0001113,.49348,.24458,AMO,"Otto Matic",29,2014-10-25,2014-11-23,35,,,6,.58629,,,,,
bK14UB5F,3694781,"       (2014 UF115)","2014 UF115",,,Y,N,20.5,,,,,,,,,,,,,,,,,,,"JPL 28",2459000.5,59000,20200531.0000000,J2000,.4502859339215038,2.174538149836449,1.195374208189404,20.45637355243967,214.8427955757178,247.5227551001171,246.4146172585894,3.153702091483493,.3073643733757727,2459370.046351432686,20210604.5463514,1171.248300660652,3.2067030818909,.35077,136.5091609,2.435,3.474,4.1944E-6,2.0627E-5,2.2671E-6,.00011141,5.7128E-5,.00019997,.0085128,2.9915E-5,4.3733E-6,.032954,.016665,AMO,"Otto Matic",154,2014-10-25,2015-03-28,105,,,4,.44158,,,,,
bK14UB5G,3694779,"       (2014 UG115)","2014 UG115",,,Y,N,26.6,,,,,,,,,,,,,,,,,,,"JPL 4",2459000.5,59000,20200531.0000000,J2000,.282944235555248,1.413780414479451,1.013759395861581,6.297835508950259,29.63800010533253,330.1924644860295,136.4575805758944,1.813801433097321,.5863151719351052,2458767.762409182552,20191011.2624092,614.0042373657792,1.68105198457434,.0353919,13.773465723,3.63884,4.674,.00061217,.0012344,2.5198E-5,.011516,.0013148,.013661,1.6711,.0015837,.00076791,2.5454,.80417,APO,"Otto Matic",5,2014-10-25,2014-10-30,15,,,7,.49762,,,,,
bK14UB5H,3694780,"       (2014 UH115)","2014 UH115",,,Y,N,24.2,,,,,,,,,,,,,,,,,,,"JPL 5",2456958.5,56958,20141028.0000000,J2000,.2197775993015967,1.48585678115019,1.159298744883003,14.73582847747167,215.4374086652873,195.871567437391,349.0547415753842,1.812414817417376,.544175077690281,2456978.613487135560,20141117.1134871,661.5517960285847,1.81123010548552,.172428,67.10380476,3.57717,4.510,.0028178,.0075308,.001689,.13882,.0055018,.099474,.13527,.0091859,.0041371,.095978,5.0295,AMO,"Otto Matic",19,2014-10-26,2014-11-14,18,,,9,.28026,,,,,
bK14UB5J,3694783,"       (2014 UJ115)","2014 UJ115",,,Y,N,26.5,,,,,,,,,,,,,,,,,,,"JPL 3",2456957.5,56957,20141027.0000000,J2000,.5468395201535385,1.920177256257654,.8701484468359804,3.568976903258421,218.8044205573625,118.5225167962785,15.676893924051,2.970206065679328,.3704180079896323,2456915.177829949105,20140914.6778299,971.8749959102315,2.66084872254683,.0121983,4.747212411,2.44275,3.725,.0022383,.0086239,.00039049,.011415,.0033631,.014955,.11718,.01334,.0024954,.031243,6.5473,APO,"Otto Matic",2,2014-10-26,2014-10-28,21,,,8,.4146,,,,,
bK14UB5K,3694782,"       (2014 UK115)","2014 UK115",,,Y,N,24.7,,,,,,,,,,,,,,,,,,,"JPL 5",2456958.5,56958,20141028.0000000,J2000,.221528620472524,1.397973805608092,1.088282596995007,21.93108548262169,213.0338430833384,189.2725365951479,355.7004825111226,1.707665014221177,.5962872496795384,2456965.710480336764,20141104.2104803,603.7358675595934,1.65293872021791,.0966912,37.629314304,3.71626,4.660,.0023372,.004944,.0005814,.12023,.0065166,.064114,.063255,.0060393,.0031632,.06844,3.2027,AMO,"Otto Matic",3,2014-10-26,2014-10-29,22,,,8,.4562,,,,,
bK14UB5L,3694784,"       (2014 UL115)","2014 UL115",,,Y,N,24.2,,,,,,,,,,,,,,,,,,,"JPL 7",2456961.5,56961,20141031.0000000,J2000,.4832886931080471,1.838838452432773,.9501486199197142,4.143634838555061,23.90110642742384,70.00814850328383,341.6933246859319,2.727528284945832,.3952653172841217,2457007.814904226492,20141216.3149042,910.7806434259635,2.49358150150846,.0459507,17.882633919,2.51327,3.868,.0014049,.0049291,3.6464E-5,.010365,.00896,.0076231,.081082,.0073113,.0015893,.018911,3.6621,APO,"Otto Matic",23,2014-10-26,2014-11-18,24,,,8,.50226,,,,,
bK14UB5M,3694785,"       (2014 UM115)","2014 UM115",,,Y,N,24.0,,,,,,,,,,,,,,,,,,,"JPL 9",2459000.5,59000,20200531.0000000,J2000,.3085329519312865,1.52292173221362,1.053050194613444,4.308260575308079,223.45207857619,142.8122952684705,6.49732282514852,1.992793269813797,.5244302054799928,2458988.110700609432,20200518.6107006,686.4593157263024,1.87942317789542,.0680716,26.491424572,3.47513,4.443,.00017373,.00041547,2.3219E-5,.0020778,.0009361,.0035384,.4432,.00054366,.00021461,.84004,.28091,AMO,"Otto Matic",27,2014-10-25,2014-11-21,37,,,7,.54075,,,,,
bK14UB5S,3694787,"       (2014 US115)","2014 US115",,,Y,N,24.6,,,,,,,,,,,,,,,,,,,"JPL 10",2459000.5,59000,20200531.0000000,J2000,.2355378041267094,1.068165789163267,.8165723647404779,12.29664710767463,37.72239019672608,94.24623302688471,312.1365435114395,1.319759213586057,.8927833396864016,2459054.111502769947,20200723.6115028,403.2333310861887,1.10399269291222,.0107998,4.202958166,3.7337,5.732,.00029754,.00015294,.00020091,.022891,.0012286,.026601,.39347,.00018897,.00019175,.45223,.086604,APO,"Otto Matic",12,2014-10-27,2014-11-08,38,,,7,.50074,,,,,
bK14UB5V,3694786,"       (2014 UV115)","2014 UV115",,,Y,N,22.7,,,,,,,,,,,,,,,,,,,"JPL 8",2456959.5,56959,20141029.0000000,J2000,.6356693326408651,1.128731359848222,.4112314496026867,3.338748517064606,170.2541639528556,356.3310585410271,309.2460470605665,1.846231270093758,.8218984982125231,2457021.252093536871,20141229.7520935,438.0102905443108,1.1992068187387,.0478095,18.606023115,3.13376,5.328,.0011028,.0017264,.00061585,.010649,.088289,.083842,.17028,.0028238,.0018856,.065511,1.0049,APO,"Otto Matic",7,2014-10-26,2014-11-02,51,,,8,.41982,,,,,
bK14UB6R,3694987,"       (2014 UR116)","2014 UR116",,,Y,Y,19.8,,,,,,,,,,17.751,,,,,,,,,"JPL 48",2459000.5,59000,20200531.0000000,J2000,.727505923806652,2.069038311111446,.5638006831949585,6.573449731721811,5.938095203017628,286.8571295687494,333.0492547960806,3.574275939027934,.3311702191393863,2459081.880340520825,20200820.3803405,1087.054267547166,2.97619238205932,.0287771,11.199184007,1.7235,3.374,1.0699E-7,4.7891E-9,2.2171E-7,1.3929E-5,5.9669E-5,6.2034E-5,2.4313E-6,8.2732E-9,1.1498E-9,7.5733E-6,3.7742E-6,APO,"Otto Matic",4317,2008-12-01,2020-09-26,464,,,0,.37774,,,,,
bK14UB6T,3694985,"       (2014 UT116)","2014 UT116",,,Y,N,21.3,,,,,,,,,,,,,,,,,,,"JPL 3",2456956.5,56956,20141026.0000000,J2000,.3691564397368103,1.636202708329827,1.032187941835061,28.07960428874085,201.3637125988479,100.2795100158938,46.30418582731652,2.240217474824592,.4709213855209978,2456858.173214997258,20140719.6732150,764.458805797742,2.09297414318341,.256547,99.84039599,3.36179,4.100,.0048922,.013668,.00096795,.24571,.0039462,.24399,.70155,.018713,.0059006,.25874,9.5787,AMO,"Otto Matic",4,2014-10-25,2014-10-29,18,,,9,.42176,,,,,
